epoch,loss,loss_corr,loss_marginal,step
0,0.50678950548172,0.16029313206672668,0.3464963436126709,15
1,0.15193110704421997,0.05497834086418152,0.09695276618003845,31
2,0.09853186458349228,0.02820853888988495,0.07032331824302673,47
3,0.0807049572467804,0.017163991928100586,0.0635409727692604,63
4,0.07868531346321106,0.016361569985747337,0.062323734164237976,79
