epoch,loss,loss_corr,loss_marginal,step
0,0.08956100791692734,0.026276471093297005,0.06328453868627548,49
0,0.07103238254785538,0.013717357069253922,0.057315025478601456,99
0,0.06924275308847427,0.014511615969240665,0.054731134325265884,149
0,0.07158928364515305,0.015326517634093761,0.05626276507973671,199
0,0.07063731551170349,0.014899106696248055,0.05573820695281029,249
0,0.06210149824619293,0.011561783030629158,0.050539713352918625,299
0,0.06284425407648087,0.012524111196398735,0.05032014474272728,349
0,0.0596257783472538,0.011573750525712967,0.04805202782154083,399
0,0.058709174394607544,0.011600637808442116,0.04710853472352028,449
0,0.06319903582334518,0.013251366093754768,0.04994766786694527,499
0,0.05775579437613487,0.011641752906143665,0.04611404240131378,549
0,0.053916722536087036,0.011106505990028381,0.042810216546058655,599
0,0.05922757834196091,0.011569255962967873,0.047658320516347885,649
0,0.05734330415725708,0.01379424799233675,0.043549057096242905,699
0,0.05339149013161659,0.012497392483055592,0.040894098579883575,749
0,0.05974476784467697,0.015369674190878868,0.044375091791152954,799
0,0.052019111812114716,0.011590894311666489,0.04042821750044823,849
0,0.05760914087295532,0.014097675681114197,0.043511465191841125,899
0,0.052430301904678345,0.011072510853409767,0.04135778918862343,949
0,0.05083007365465164,0.011146056465804577,0.03968401625752449,999
0,0.04962762072682381,0.011934138834476471,0.037693481892347336,1049
0,0.0525280237197876,0.013721643015742302,0.038806378841400146,1099
0,0.05070493370294571,0.011092973873019218,0.03961195796728134,1149
0,0.05066627636551857,0.012074537575244904,0.038591738790273666,1199
0,0.05013854801654816,0.011941543780267239,0.038197003304958344,1249
0,0.04817481338977814,0.010729183442890644,0.03744563087821007,1299
0,0.04894823953509331,0.01203593984246254,0.03691229969263077,1349
0,0.04749827831983566,0.010405885055661201,0.03709239140152931,1399
0,0.05132145434617996,0.011868661269545555,0.03945279121398926,1449
0,0.04821855202317238,0.011562153697013855,0.036656398326158524,1499
0,0.05046774074435234,0.01228667888790369,0.038181062787771225,1549
1,0.04822015017271042,0.01114334724843502,0.03707680478692055,1599
1,0.04913915693759918,0.01070362702012062,0.03843552991747856,1649
1,0.0487871915102005,0.010722538456320763,0.03806465491652489,1699
1,0.048000361770391464,0.012901720590889454,0.035098642110824585,1749
1,0.050867918878793716,0.012634812854230404,0.03823310509324074,1799
1,0.045898593962192535,0.011739393696188927,0.03415920212864876,1849
1,0.04686010256409645,0.01111678034067154,0.03574332222342491,1899
1,0.04842911660671234,0.011368921026587486,0.037060197442770004,1949
1,0.04910845682024956,0.012162885628640652,0.03694557026028633,1999
1,0.04617689922451973,0.010832078754901886,0.035344820469617844,2049
1,0.04655244201421738,0.010216688737273216,0.03633575513958931,2099
1,0.045484136790037155,0.01115838810801506,0.034325748682022095,2149
1,0.0456235371530056,0.01068376749753952,0.03493976965546608,2199
1,0.04652578383684158,0.010627683252096176,0.03589810058474541,2249
1,0.044419948011636734,0.009948190301656723,0.03447175770998001,2299
1,0.04471834376454353,0.011607527732849121,0.03311081603169441,2349
1,0.044116269797086716,0.011258802376687527,0.032857466489076614,2399
1,0.04575734585523605,0.011608744971454144,0.034148599952459335,2449
1,0.0464547723531723,0.011948222294449806,0.03450654819607735,2499
1,0.04450716823339462,0.010533931665122509,0.03397323563694954,2549
1,0.04579225927591324,0.010629868134856224,0.035162389278411865,2599
1,0.04522085562348366,0.01153649389743805,0.03368436172604561,2649
1,0.04727324843406677,0.0106312595307827,0.03664198890328407,2699
1,0.04313882067799568,0.00990322232246399,0.03323559835553169,2749
1,0.04561325162649155,0.011048130691051483,0.034565120935440063,2799
1,0.045445747673511505,0.010705533437430859,0.03474021330475807,2849
1,0.042916636914014816,0.010564371012151241,0.032352264970541,2899
1,0.044727932661771774,0.010681173764169216,0.034046757966279984,2949
1,0.04455257207155228,0.011013258248567581,0.033539313822984695,2999
1,0.04378366470336914,0.009912537410855293,0.0338711254298687,3049
1,0.04385844245553017,0.010370940901339054,0.03348750248551369,3099
