epoch,loss_cov,loss_marginal,step
0,0.11634625494480133,0.08510433882474899,49
0,0.10553236305713654,0.06418602913618088,99
0,0.0967961773276329,0.06447698920965195,149
0,0.09216675162315369,0.061961185187101364,199
0,0.0911157876253128,0.05660892277956009,249
0,0.0880320817232132,0.056918226182460785,299
0,0.0884624570608139,0.057403769344091415,349
0,0.0916825383901596,0.05618458241224289,399
0,0.08997301012277603,0.05481284111738205,449
0,0.0915997177362442,0.055750783532857895,499
0,0.08737089484930038,0.053584784269332886,549
0,0.08683343976736069,0.05403940752148628,599
0,0.09003075957298279,0.052619826048612595,649
0,0.09082494676113129,0.054953522980213165,699
0,0.08924129605293274,0.051285795867443085,749
0,0.08907352387905121,0.052495408803224564,799
0,0.08944131433963776,0.050980839878320694,849
0,0.08731302618980408,0.05256786197423935,899
0,0.08691463619470596,0.05148812383413315,949
0,0.08614703267812729,0.04885149747133255,999
0,0.08739218860864639,0.05008064955472946,1049
0,0.08802665770053864,0.04791689291596413,1099
0,0.08597271889448166,0.04587540775537491,1149
0,0.08812123537063599,0.050434764474630356,1199
0,0.09079547226428986,0.05043334141373634,1249
0,0.08788851648569107,0.04722649231553078,1299
0,0.08611918240785599,0.048167575150728226,1349
0,0.08603526651859283,0.047362152487039566,1399
0,0.08544694632291794,0.04808255285024643,1449
0,0.08553198724985123,0.0465228334069252,1499
0,0.08721926063299179,0.046695102006196976,1549
