epoch,loss,loss_corr,loss_marginal,step
0,0.47697755694389343,0.12612435221672058,0.3508532643318176,15
1,0.14307601749897003,0.0438842847943306,0.09919172525405884,31
2,0.1011885553598404,0.03195316717028618,0.06923538446426392,47
3,0.08504980802536011,0.023158490657806396,0.06189131736755371,63
4,0.08297093957662582,0.02032831683754921,0.06264261901378632,79
