epoch,loss_cov,loss_marginal,step
0,0.06397620588541031,0.037695806473493576,49
0,0.053192950785160065,0.02671283483505249,99
0,0.04502277076244354,0.020775699988007545,149
0,0.03860685974359512,0.01752551458775997,199
0,0.03740265592932701,0.01630045659840107,249
0,0.03727808594703674,0.016111668199300766,299
0,0.03753965348005295,0.015331475995481014,349
0,0.03697658330202103,0.01425392646342516,399
0,0.036932580173015594,0.013913971371948719,449
0,0.0368080697953701,0.013967864215373993,499
0,0.03644656762480736,0.014006000943481922,549
0,0.03609137982130051,0.013661757111549377,599
0,0.036561232060194016,0.012510967440903187,649
0,0.036733612418174744,0.012377356179058552,699
0,0.036784250289201736,0.013905213214457035,749
0,0.03626903519034386,0.012726283632218838,799
0,0.03615305945277214,0.012320518493652344,849
0,0.037157852202653885,0.011881232261657715,899
0,0.036143023520708084,0.011756801046431065,949
0,0.03622777760028839,0.01260711532086134,999
0,0.0366734154522419,0.01166315097361803,1049
0,0.036362841725349426,0.011421828530728817,1099
0,0.03616008535027504,0.012341275811195374,1149
0,0.03582850098609924,0.011654223315417767,1199
0,0.03687340021133423,0.01136700063943863,1249
0,0.036101676523685455,0.012273403815925121,1299
0,0.03601297736167908,0.012199260294437408,1349
0,0.03596868738532066,0.011457446031272411,1399
0,0.03568481281399727,0.011488668620586395,1449
0,0.03655807673931122,0.011385060846805573,1499
0,0.03609047085046768,0.011407879181206226,1549
